matrix,Version,Initialization,FeatureExtraction,Inference,Format
dwt_492,baseline,0.0111495,0.000128318,2.465e-06,1
dwt_492,tuned,0.00357501,0.000120693,6.21e-07,1
dwt_592,baseline,0.00488586,0.000133247,2.234e-06,1
dwt_592,tuned,0.00421686,0.000117567,4.71e-07,1
dwt_878,baseline,0.00319899,0.000171461,2.575e-06,1
dwt_878,tuned,0.00196134,0.000161402,7.41e-07,1
dwt_992,baseline,0.0039514,0.000243651,2.365e-06,1
dwt_992,tuned,0.00255008,0.000221458,4.91e-07,1
dynamicSoaringProblem_8,baseline,0.003863,0.000339816,2.384e-06,1
dynamicSoaringProblem_8,tuned,0.00351054,0.000325539,5.12e-07,1
email-Eu-core,baseline,0.00333362,0.000169255,2.224e-06,1
email-Eu-core,tuned,0.00175447,0.000152552,4.5e-07,1
email-Eu-core-temporal,baseline,0.00181946,0.00018252,1.413e-06,1
email-Eu-core-temporal,tuned,0.00109246,0.000162972,3e-07,1
enron,baseline,0.00196036,0.00102615,2.104e-06,0
enron,tuned,0.00114884,0.000878466,4.41e-07,0
Erdos971,baseline,0.00191452,7.3772e-05,1.473e-06,1
Erdos971,tuned,0.00109833,6.7901e-05,3.9e-07,1
eris1176,baseline,0.00183033,0.000155378,1.232e-06,1
eris1176,tuned,0.00116409,0.00015113,2.6e-07,1
ex1,baseline,0.00180341,8.0535e-05,1.463e-06,1
ex1,tuned,0.00114305,7.4333e-05,4.41e-07,1
ex14,baseline,0.00194734,0.000450935,1.533e-06,1
ex14,tuned,0.00111587,0.000445184,4.31e-07,1
ex20,baseline,0.00193371,0.000383517,1.463e-06,1
ex20,tuned,0.00110347,0.00037032,4.41e-07,1
ex24,baseline,0.0019396,0.00029167,1.462e-06,1
ex24,tuned,0.00112124,0.000290968,3.31e-07,1
ex25,baseline,0.00184967,0.000178673,1.352e-06,1
ex25,tuned,0.00113313,0.000171208,2.61e-07,1
ex26,baseline,0.00188165,0.000414766,1.463e-06,1
ex26,tuned,0.0011234,0.0004119,4.21e-07,1
ex32,baseline,0.00267794,0.000147523,1.393e-06,1
ex32,tuned,0.00119273,0.000139457,3.3e-07,1
ex35,baseline,0.00199326,0.0018151,1.964e-06,1
ex35,tuned,0.00124202,0.00176507,4.1e-07,1
ex3sta1,baseline,0.00397638,0.00199755,2.945e-06,1
ex3sta1,tuned,0.00171952,0.00199084,4.81e-07,1
ex8,baseline,0.00190772,0.000617724,1.433e-06,1
ex8,tuned,0.00122187,0.000602274,3.01e-07,1
fd12,baseline,0.00178093,0.00022771,1.553e-06,1
fd12,tuned,0.00108856,0.000195177,3.91e-07,1
fd18,baseline,0.00186616,0.000427536,1.433e-06,1
fd18,tuned,0.00110372,0.000392739,2.8e-07,1
FEM_3D_thermal1,baseline,0.00198817,0.0023066,1.964e-06,1
FEM_3D_thermal1,tuned,0.00133165,0.00222781,3.01e-07,5
filter3D,baseline,0.0221062,0.00792364,2.534e-06,1
filter3D,tuned,0.0485078,0.00784156,4.21e-07,1
flowmeter0,baseline,0.00462321,0.000751453,1.533e-06,1
flowmeter0,tuned,0.0027119,0.00076577,6.62e-07,1
ford2,baseline,0.00249712,0.00505462,2.204e-06,1
ford2,tuned,0.00113928,0.00508261,4.21e-07,0
fpga_dcop_04,baseline,0.00174284,8.6056e-05,1.352e-06,1
fpga_dcop_04,tuned,0.00107433,7.9444e-05,4.1e-07,1
fpga_dcop_06,baseline,0.00175959,8.7169e-05,1.392e-06,1
fpga_dcop_06,tuned,0.00109033,8.3802e-05,4.41e-07,1
fpga_dcop_14,baseline,0.00179508,8.5665e-05,1.202e-06,1
fpga_dcop_14,tuned,0.00106991,7.8982e-05,3.41e-07,1
fpga_dcop_15,baseline,0.0018195,8.6457e-05,1.222e-06,1
fpga_dcop_15,tuned,0.00107955,7.8843e-05,2.8e-07,1
fpga_dcop_16,baseline,0.00177176,9.9783e-05,1.262e-06,1
fpga_dcop_16,tuned,0.00107747,7.754e-05,4.21e-07,1
fpga_dcop_19,baseline,0.00324963,0.000107686,2.766e-06,1
fpga_dcop_19,tuned,0.00183231,8.7397e-05,3.41e-07,1
fpga_dcop_20,baseline,0.00177958,9.5482e-05,1.483e-06,1
fpga_dcop_20,tuned,0.00112128,8.8038e-05,3.8e-07,1
fpga_dcop_22,baseline,0.00175212,9.5162e-05,1.573e-06,1
fpga_dcop_22,tuned,0.00115035,8.7668e-05,2.9e-07,1
fpga_dcop_25,baseline,0.00184195,9.2437e-05,1.754e-06,1
fpga_dcop_25,tuned,0.00110247,8.6205e-05,5.61e-07,1
fpga_dcop_26,baseline,0.00186211,9.7627e-05,1.603e-06,1
fpga_dcop_26,tuned,0.00124519,9.3649e-05,4.01e-07,1
fpga_dcop_28,baseline,0.00176682,9.3148e-05,1.563e-06,1
fpga_dcop_28,tuned,0.00108471,8.7668e-05,3.3e-07,1
fpga_dcop_31,baseline,0.00175456,9.4871e-05,1.654e-06,1
fpga_dcop_31,tuned,0.00108845,9.5212e-05,4.81e-07,1
fpga_dcop_32,baseline,0.00176625,9.4471e-05,1.764e-06,1
fpga_dcop_32,tuned,0.00111069,8.7087e-05,3.7e-07,1
fpga_dcop_34,baseline,0.00176982,9.4871e-05,1.552e-06,1
fpga_dcop_34,tuned,0.00107476,8.5133e-05,3.01e-07,1
fpga_dcop_38,baseline,0.00174977,9.4722e-05,1.473e-06,1
fpga_dcop_38,tuned,0.00107821,8.4592e-05,2.61e-07,1
fpga_dcop_40,baseline,0.00180709,9.4181e-05,1.754e-06,1
fpga_dcop_40,tuned,0.00109449,8.4813e-05,5.21e-07,1
fpga_dcop_44,baseline,0.00189858,9.2998e-05,1.462e-06,1
fpga_dcop_44,tuned,0.00109369,8.6456e-05,2.9e-07,1
freeFlyingRobot_15,baseline,0.00180496,0.000260658,1.984e-06,1
freeFlyingRobot_15,tuned,0.00110534,0.000248325,5.61e-07,1
freeFlyingRobot_9,baseline,0.00758036,0.000241372,2.705e-06,1
freeFlyingRobot_9,tuned,0.00223363,0.000228738,5.11e-07,1
fs_183_6,baseline,0.00182849,6.9163e-05,1.553e-06,1
fs_183_6,tuned,0.00106893,6.0376e-05,3.71e-07,1
