matrix,Version,Initialization,FeatureExtraction,Inference,Format
G51,tuned,0.00337096,0.000282052,1.11e-06,5
G52,baseline,0.00521669,0.000284083,1.53e-06,5
G52,tuned,0.00345805,0.000277043,1.12e-06,5
G6,baseline,0.00553008,0.000861357,1.26e-06,1
G6,tuned,0.00368553,0.000858127,9.6e-07,1
G65,baseline,0.0055759,0.000609755,1.04e-06,0
G65,tuned,0.00356137,0.000606345,7.7e-07,0
g7jac010,baseline,0.00529628,0.000420664,1.26e-06,5
g7jac010,tuned,0.00357713,0.000421154,1.07e-06,1
g7jac040,baseline,0.00540066,0.00247535,1.34e-06,5
g7jac040,tuned,0.00362081,0.00242645,1.1e-06,5
g7jac060sc,baseline,0.00544714,0.00436478,1.46e-06,5
g7jac060sc,tuned,0.00362974,0.00433304,1.2e-06,5
g7jac080sc,baseline,0.00560383,0.00637163,1.43e-06,5
g7jac080sc,tuned,0.00371775,0.00629447,1.15e-06,5
g7jac200,baseline,0.00534639,0.0181063,2.26e-06,5
g7jac200,tuned,0.00353392,0.0180801,2.28e-06,5
g7jac200sc,baseline,0.00616445,0.0180915,1.44e-06,5
g7jac200sc,tuned,0.00373467,0.0179769,1.36e-06,5
G9,baseline,0.00531514,0.000871577,1.25e-06,1
G9,tuned,0.00357228,0.000883627,1e-06,1
Ga10As10H30,baseline,0.00611544,0.133053,2.59e-06,5
Ga10As10H30,tuned,0.00383238,0.132722,2.85e-06,5
Ga19As19H42,baseline,0.00545195,0.201629,2.36e-06,5
Ga19As19H42,tuned,0.00387833,0.197367,2.27e-06,5
garon2,baseline,0.0053594,0.00805669,1.02e-06,1
garon2,tuned,0.00342012,0.00801992,8.6e-07,1
GD00_c,baseline,0.00520868,6.4081e-05,8.9e-07,0
GD00_c,tuned,0.00362448,6.201e-05,7.2e-07,0
GD01_a,baseline,0.00539474,4.935e-05,9.6e-07,0
GD01_a,tuned,0.00370388,4.591e-05,7.1e-07,0
GD95_c,baseline,0.00518809,3.479e-05,9.1e-07,0
GD95_c,tuned,0.00352047,3.197e-05,7.1e-07,0
GD96_b,baseline,0.0053367,3.57e-05,9.2e-07,0
GD96_b,tuned,0.0036348,3.2091e-05,7e-07,0
GD97_a,baseline,0.00689889,3.803e-05,9.3e-07,0
GD97_a,tuned,0.00405105,3.413e-05,7.1e-07,0
geom,baseline,0.00515884,0.000702822,9.5e-07,0
geom,tuned,0.00341391,0.000692193,7.5e-07,0
goddardRocketProblem_1,baseline,0.0052609,0.000210951,1.46e-06,1
goddardRocketProblem_1,tuned,0.0034932,0.00019804,1.09e-06,1
Goodwin_017,baseline,0.00547657,0.00199817,9.7e-07,1
Goodwin_017,tuned,0.00355171,0.00199604,8.3e-07,1
Goodwin_030,baseline,0.00556301,0.00636376,1.1e-06,1
